Facility ID,Facility Name,City/Town,State,Number of Completed Surveys,Survey Response Rate Percent,Year,Nurse Communication,Doctor Communication,Staff Responsiveness,Medicine Communication,Discharge Information,Care Transition,Cleanliness,Quietness,Rating Score,Recommendation,State Name,Region,Division
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,BROOKLYN,NY,412,9,2023,79,85,66,67,74,72,78,71,75,72,New York,Northeast,Middle Atlantic
330057,ST PETER'S HOSPITAL,ALBANY,NY,1134,25,2023,91,89,80,73,84,80,87,74,88,89,New York,Northeast,Middle Atlantic
330058,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,GENEVA,NY,506,27,2023,89,90,81,70,86,78,78,80,82,80,New York,Northeast,Middle Atlantic
330059,MONTEFIORE MEDICAL CENTER,BRONX,NY,5139,13,2023,87,89,75,71,80,77,82,75,83,83,New York,Northeast,Middle Atlantic
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NIAGARA FALLS,NY,447,22,2023,87,90,78,70,87,77,80,78,81,80,New York,Northeast,Middle Atlantic
330073,UNITED MEMORIAL MEDICAL CENTER,BATAVIA,NY,727,25,2023,91,90,80,71,88,78,78,73,84,82,New York,Northeast,Middle Atlantic
330074,F F THOMPSON HOSPITAL,CANANDAIGUA,NY,432,27,2023,90,90,81,73,83,78,81,76,86,87,New York,Northeast,Middle Atlantic
330078,SISTERS OF CHARITY HOSPITAL,BUFFALO,NY,1259,20,2023,90,89,80,72,84,78,79,77,85,85,New York,Northeast,Middle Atlantic
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,SARANAC LAKE,NY,507,31,2023,95,95,91,81,90,85,92,87,92,93,New York,Northeast,Middle Atlantic
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,485,7,2023,80,86,66,60,68,72,83,71,78,75,New York,Northeast,Middle Atlantic
330084,ALICE HYDE MEDICAL CENTER,MALONE,NY,160,22,2023,85,88,77,70,85,76,86,83,78,73,New York,Northeast,Middle Atlantic
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONEONTA,NY,162,22,2023,89,92,76,76,87,81,88,74,84,81,New York,Northeast,Middle Atlantic
330086,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,95,6,2023,84,84,74,62,72,76,90,78,80,77,New York,Northeast,Middle Atlantic
330090,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,481,21,2023,91,88,82,74,85,78,83,79,86,82,New York,Northeast,Middle Atlantic
330094,COLUMBIA MEMORIAL HOSPITAL,HUDSON,NY,386,23,2023,91,89,84,73,91,80,84,78,85,84,New York,Northeast,Middle Atlantic
330096,JONES MEMORIAL HOSPITAL,WELLSVILLE,NY,265,24,2023,92,90,83,76,85,80,88,84,86,87,New York,Northeast,Middle Atlantic
33009F,ALBANY VA MEDICAL CENTER,ALBANY,NY,441,34,2023,92,91,84,82,87,83,90,77,89,89,New York,Northeast,Middle Atlantic
330101,NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,NY,1544,16,2023,89,90,77,73,84,80,84,77,87,88,New York,Northeast,Middle Atlantic
330102,KENMORE MERCY HOSPITAL,KENMORE,NY,944,32,2023,91,89,84,73,89,80,82,75,87,87,New York,Northeast,Middle Atlantic
330103,OLEAN GENERAL HOSPITAL,OLEAN,NY,573,22,2023,85,86,69,67,80,73,75,71,73,70,New York,Northeast,Middle Atlantic
330104,NYACK HOSPITAL,NYACK,NY,1209,16,2023,85,86,74,65,77,73,81,71,78,76,New York,Northeast,Middle Atlantic
330106,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,481,18,2023,88,89,78,71,82,80,84,79,86,86,New York,Northeast,Middle Atlantic
330107,PECONIC BAY MEDICAL CENTER,RIVERHEAD,NY,543,23,2023,89,89,82,71,84,79,87,76,85,85,New York,Northeast,Middle Atlantic
330111,BERTRAND CHAFFEE HOSPITAL,SPRINGVILLE,NY,120,31,2023,92,88,86,77,82,79,89,81,83,79,New York,Northeast,Middle Atlantic
330115,ONEIDA HEALTH HOSPITAL,ONEIDA,NY,482,28,2023,93,92,86,77,91,82,84,83,90,90,New York,Northeast,Middle Atlantic
330119,LENOX HILL HOSPITAL,NEW YORK,NY,323,17,2023,88,90,79,71,83,79,81,74,86,85,New York,Northeast,Middle Atlantic
330125,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,3237,23,2023,85,88,73,68,84,76,74,68,80,80,New York,Northeast,Middle Atlantic
330126,GARNET HEALTH MEDICAL CENTER,MIDDLETOWN,NY,1287,18,2023,91,88,80,73,85,77,84,79,85,83,New York,Northeast,Middle Atlantic
330127,JACOBI MEDICAL CENTER,BRONX,NY,1005,8,2023,82,87,70,65,73,75,82,72,80,78,New York,Northeast,Middle Atlantic
330128,ELMHURST HOSPITAL CENTER,ELMHURST,NY,727,12,2023,83,87,76,67,80,76,84,71,80,78,New York,Northeast,Middle Atlantic
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),BUFFALO,NY,452,38,2023,92,90,83,80,87,83,84,80,89,88,New York,Northeast,Middle Atlantic
330135,BON SECOURS COMMUNITY HOSPITAL,PORT JERVIS,NY,201,16,2023,91,85,83,72,83,77,88,79,86,83,New York,Northeast,Middle Atlantic
330136,BASSETT HEALTHCARE,COOPERSTOWN,NY,883,23,2023,89,89,78,74,87,79,79,75,84,82,New York,Northeast,Middle Atlantic
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,NY,1167,27,2023,89,89,80,72,86,79,82,82,86,86,New York,Northeast,Middle Atlantic
330141,LONG ISLAND COMMUNITY HOSPITAL,PATCHOGUE,NY,488,19,2023,81,82,63,60,74,69,74,62,69,64,New York,Northeast,Middle Atlantic
330151,ST JAMES MERCY HOSPITAL,HORNELL,NY,156,24,2023,88,90,78,73,87,78,86,80,84,85,New York,Northeast,Middle Atlantic
330153,ELLIS HOSPITAL,SCHENECTADY,NY,1655,23,2023,88,88,75,70,85,77,86,73,82,81,New York,Northeast,Middle Atlantic
330157,SAMARITAN MEDICAL CENTER,WATERTOWN,NY,407,18,2023,91,88,84,73,85,78,87,81,85,82,New York,Northeast,Middle Atlantic
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,SUFFERN,NY,476,18,2023,85,86,77,68,81,76,84,73,82,80,New York,Northeast,Middle Atlantic
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,MONTROSE,NY,107,37,2023,94,95,87,90,88,86,88,89,92,90,New York,Northeast,Middle Atlantic
330160,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,399,17,2023,87,87,75,73,81,77,80,70,81,79,New York,Northeast,Middle Atlantic
330162,NORTHERN WESTCHESTER HOSPITAL,MOUNT KISCO,NY,468,26,2023,91,90,82,76,87,80,84,79,87,88,New York,Northeast,Middle Atlantic
330163,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,LOCKPORT,NY,88,23,2023,92,92,82,75,85,76,85,82,82,78,New York,Northeast,Middle Atlantic
330164,HIGHLAND HOSPITAL,ROCHESTER,NY,888,23,2023,88,90,74,74,85,79,74,74,84,85,New York,Northeast,Middle Atlantic
330169,MOUNT SINAI BETH ISRAEL,NEW YORK,NY,308,12,2023,85,87,73,69,79,76,83,72,81,80,New York,Northeast,Middle Atlantic
33016F,BRONX VA MEDICAL CENTER,BRONX,NY,347,24,2023,87,90,76,77,77,79,83,81,86,82,New York,Northeast,Middle Atlantic
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,CORTLAND,NY,451,22,2023,87,87,81,71,85,78,84,73,80,78,New York,Northeast,Middle Atlantic
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,NEW YORK,NY,469,29,2023,88,91,78,78,82,78,80,84,86,85,New York,Northeast,Middle Atlantic
330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",TROY,NY,760,20,2023,90,89,81,72,84,77,80,81,85,84,New York,Northeast,Middle Atlantic
330181,NORTHWELL HOSPITAL GLEN COVE,GLEN COVE,NY,512,20,2023,92,92,83,80,87,82,90,79,89,89,New York,Northeast,Middle Atlantic
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,ROSLYN,NY,2443,31,2023,93,91,83,77,87,83,89,75,92,93,New York,Northeast,Middle Atlantic
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NEW ROCHELLE,NY,301,13,2023,84,87,73,67,75,74,80,75,77,74,New York,Northeast,Middle Atlantic
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PORT JEFFERSON,NY,445,23,2023,94,92,87,79,91,83,94,84,91,91,New York,Northeast,Middle Atlantic
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,LEWISTON,NY,435,22,2023,88,87,76,70,84,76,80,72,81,79,New York,Northeast,Middle Atlantic
330191,GLENS FALLS HOSPITAL,GLENS FALLS,NY,1807,23,2023,92,91,85,75,84,79,83,74,86,84,New York,Northeast,Middle Atlantic
330193,FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,NY,609,11,2023,86,86,77,68,80,75,85,74,82,81,New York,Northeast,Middle Atlantic
330194,MAIMONIDES MEDICAL CENTER,BROOKLYN,NY,857,16,2023,82,86,67,68,77,73,76,69,78,76,New York,Northeast,Middle Atlantic
330195,LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,NY,517,13,2023,88,89,77,72,83,77,86,79,85,85,New York,Northeast,Middle Atlantic
330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,BROOKLYN,NY,679,10,2023,86,88,75,66,77,76,84,74,81,76,New York,Northeast,Middle Atlantic
330197,CANTON-POTSDAM HOSPITAL,POTSDAM,NY,476,20,2023,89,89,82,72,86,79,84,73,82,82,New York,Northeast,Middle Atlantic
330198,MOUNT SINAI SOUTH NASSAU,OCEANSIDE,NY,582,18,2023,86,86,72,69,76,75,81,72,81,80,New York,Northeast,Middle Atlantic
330199,METROPOLITAN HOSPITAL CENTER,NEW YORK,NY,273,7,2023,83,88,75,69,77,76,84,72,82,81,New York,Northeast,Middle Atlantic
33019F,NORTHPORT VA MEDICAL CENTER,NORTHPORT,NY,388,34,2023,90,90,82,77,86,81,84,83,87,84,New York,Northeast,Middle Atlantic
330202,KINGS COUNTY HOSPITAL CENTER,BROOKLYN,NY,404,9,2023,86,90,74,74,75,77,88,76,85,86,New York,Northeast,Middle Atlantic
330203,CROUSE HOSPITAL,SYRACUSE,NY,583,23,2023,89,88,77,71,85,78,78,69,83,83,New York,Northeast,Middle Atlantic
330204,BELLEVUE HOSPITAL CENTER,NEW YORK,NY,1244,10,2023,85,89,73,69,79,77,79,69,83,82,New York,Northeast,Middle Atlantic
330205,ST ANTHONY COMMUNITY HOSPITAL,WARWICK,NY,317,26,2023,93,91,88,77,87,82,87,84,90,90,New York,Northeast,Middle Atlantic
330208,ST JOHN'S RIVERSIDE HOSPITAL,YONKERS,NY,506,14,2023,88,88,77,70,81,77,87,75,84,82,New York,Northeast,Middle Atlantic
330211,CLAXTON-HEPBURN MEDICAL CENTER,OGDENSBURG,NY,226,21,2023,90,89,84,76,87,79,86,78,84,83,New York,Northeast,Middle Atlantic
330214,NYU Langone Hospitals,NEW YORK,NY,5440,20,2023,91,90,81,76,85,81,86,78,89,89,New York,Northeast,Middle Atlantic
330215,"ROME MEMORIAL HOSPITAL, INC",ROME,NY,428,21,2023,89,88,78,70,87,77,79,77,83,81,New York,Northeast,Middle Atlantic
330218,OSWEGO HOSPITAL,OSWEGO,NY,380,22,2023,91,92,84,76,90,82,88,84,87,85,New York,Northeast,Middle Atlantic
330219,ERIE COUNTY MEDICAL CENTER,BUFFALO,NY,955,21,2023,88,86,79,73,86,78,81,73,83,83,New York,Northeast,Middle Atlantic
330221,WYCKOFF HEIGHTS MEDICAL CENTER,BROOKLYN,NY,842,21,2023,83,86,72,68,77,71,83,72,79,78,New York,Northeast,Middle Atlantic
330222,SARATOGA HOSPITAL,SARATOGA SPRINGS,NY,533,30,2023,92,91,86,77,86,81,88,77,87,88,New York,Northeast,Middle Atlantic
330223,MASSENA HOSPITAL,MASSENA,NY,57,11,2023,88,90,76,84,89,79,87,75,83,81,New York,Northeast,Middle Atlantic
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,KINGSTON,NY,686,20,2023,85,83,67,64,77,71,69,66,71,66,New York,Northeast,Middle Atlantic
330226,UNITY HOSPITAL,ROCHESTER,NY,2201,24,2023,87,88,76,69,83,77,76,74,81,81,New York,Northeast,Middle Atlantic
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",DUNKIRK,NY,197,25,2023,90,89,82,74,90,78,86,82,84,79,New York,Northeast,Middle Atlantic
330231,QUEENS HOSPITAL CENTER,JAMAICA,NY,352,10,2023,87,89,75,71,79,78,90,78,86,87,New York,Northeast,Middle Atlantic
330233,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKLYN,NY,578,7,2023,80,86,63,65,72,71,80,70,74,69,New York,Northeast,Middle Atlantic
330234,WESTCHESTER MEDICAL CENTER,VALHALLA,NY,2160,16,2023,84,86,68,66,80,74,78,66,78,77,New York,Northeast,Middle Atlantic
330235,AUBURN  COMMUNITY  HOSPITAL,AUBURN,NY,445,21,2023,84,84,72,62,83,73,76,71,75,71,New York,Northeast,Middle Atlantic
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,DANSVILLE,NY,339,26,2023,89,84,79,73,86,79,82,74,83,81,New York,Northeast,Middle Atlantic
330239,UPMC CHAUTAUQUA AT WCA,JAMESTOWN,NY,739,25,2023,91,89,82,73,90,78,81,79,84,81,New York,Northeast,Middle Atlantic
330240,HARLEM HOSPITAL CENTER,NEW YORK,NY,486,8,2023,84,86,67,67,74,74,88,74,79,76,New York,Northeast,Middle Atlantic
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,SYRACUSE,NY,509,23,2023,91,89,82,72,86,81,85,79,86,87,New York,Northeast,Middle Atlantic
330245,ST ELIZABETH MEDICAL CENTER,UTICA,NY,562,31,2023,88,86,75,65,80,76,74,72,80,79,New York,Northeast,Middle Atlantic
330246,ST CHARLES HOSPITAL,PORT JEFFERSON,NY,507,19,2023,90,89,81,75,86,78,85,78,87,86,New York,Northeast,Middle Atlantic
33024F,SYRACUSE VA MEDICAL CENTER,SYRACUSE,NY,439,35,2023,91,90,87,76,87,81,83,78,88,87,New York,Northeast,Middle Atlantic
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,PLATTSBURGH,NY,436,22,2023,86,87,76,69,83,77,80,73,78,77,New York,Northeast,Middle Atlantic
330259,MERCY MEDICAL CENTER,ROCKVILLE CENTRE,NY,547,12,2023,88,89,76,72,84,79,86,81,85,83,New York,Northeast,Middle Atlantic
33025F,Keller ACH (West Point),West Point,NY,68,14,2023,92,94,91,84,87,81,92,94,89,88,New York,Northeast,Middle Atlantic
330261,PHELPS MEMORIAL HOSPITAL CENTER,SLEEPY HOLLOW,NY,359,19,2023,88,90,79,73,83,80,83,71,84,84,New York,Northeast,Middle Atlantic
330264,ST LUKE'S CORNWALL HOSPITAL,NEWBURGH,NY,993,16,2023,90,88,78,73,85,78,84,74,83,80,New York,Northeast,Middle Atlantic
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,CLIFTON SPRINGS,NY,418,34,2023,91,92,87,76,83,79,80,77,87,87,New York,Northeast,Middle Atlantic
330267,HUDSON VALLEY HOSPITAL CENTER,CORTLANDT MANOR,NY,1056,19,2023,90,91,81,73,86,80,86,76,86,84,New York,Northeast,Middle Atlantic
330270,HOSPITAL FOR SPECIAL SURGERY,NEW YORK,NY,1351,42,2023,94,93,90,81,91,85,92,82,94,96,New York,Northeast,Middle Atlantic
330273,PUTNAM HOSPITAL CENTER,CARMEL,NY,453,29,2023,90,90,78,73,87,79,84,78,84,83,New York,Northeast,Middle Atlantic
330276,NATHAN LITTAUER HOSPITAL,GLOVERSVILLE,NY,317,19,2023,89,85,81,70,85,77,81,79,84,80,New York,Northeast,Middle Atlantic
330277,CORNING HOSPITAL,CORNING,NY,631,25,2023,90,89,84,74,87,80,81,79,88,87,New York,Northeast,Middle Atlantic
330279,MERCY HOSPITAL OF BUFFALO,BUFFALO,NY,2670,30,2023,89,88,82,71,85,78,80,73,84,83,New York,Northeast,Middle Atlantic
330285,STRONG MEMORIAL HOSPITAL,ROCHESTER,NY,712,22,2023,91,90,81,75,88,81,79,74,87,89,New York,Northeast,Middle Atlantic
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,WEST ISLIP,NY,1851,18,2023,87,86,77,70,83,76,84,70,81,79,New York,Northeast,Middle Atlantic
330304,WHITE PLAINS HOSPITAL CENTER,WHITE PLAINS,NY,1486,23,2023,92,91,82,74,85,82,91,75,89,91,New York,Northeast,Middle Atlantic
330307,CAYUGA MEDICAL CENTER AT ITHACA,ITHACA,NY,736,23,2023,92,91,86,78,88,81,86,76,88,88,New York,Northeast,Middle Atlantic
330331,PLAINVIEW HOSPITAL,PLAINVIEW,NY,406,23,2023,88,88,79,70,83,80,86,72,84,82,New York,Northeast,Middle Atlantic
330332,CHSLI ST JOSEPH HOSPITAL,BETHPAGE,NY,641,24,2023,91,90,80,74,86,80,86,76,85,84,New York,Northeast,Middle Atlantic
330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,BROOKLYN,NY,267,6,2023,87,90,73,68,78,76,85,78,82,82,New York,Northeast,Middle Atlantic
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),HARRIS,NY,301,14,2023,89,89,77,73,83,78,87,77,84,81,New York,Northeast,Middle Atlantic
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,STONY BROOK,NY,1770,23,2023,89,89,78,71,86,79,80,74,84,84,New York,Northeast,Middle Atlantic
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",BINGHAMTON,NY,1386,22,2023,89,86,81,70,86,77,82,68,82,82,New York,Northeast,Middle Atlantic
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,FAR ROCKAWAY,NY,735,22,2023,82,86,68,66,78,73,81,68,77,73,New York,Northeast,Middle Atlantic
330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,BROOKLYN,NY,532,9,2023,85,88,69,68,79,76,84,76,81,78,New York,Northeast,Middle Atlantic
330399,ST BARNABAS HOSPITAL,BRONX,NY,534,7,2023,79,85,65,63,76,72,80,74,75,71,New York,Northeast,Middle Atlantic
330401,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,SMITHTOWN,NY,929,22,2023,89,88,78,72,83,78,88,74,84,81,New York,Northeast,Middle Atlantic
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,ELIZABETHTOWN,NY,72,30,2023,95,95,91,86,79,84,94,81,93,94,New York,Northeast,Middle Atlantic
331305,O'CONNOR HOSPITAL,DELHI,NY,52,32,2023,93,96,95,82,87,82,96,81,92,94,New York,Northeast,Middle Atlantic
331311,LITTLE FALLS HOSPITAL,LITTLE FALLS,NY,140,29,2023,92,94,85,76,89,81,85,78,87,87,New York,Northeast,Middle Atlantic
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,PENN YAN,NY,88,35,2023,92,92,84,76,92,81,82,85,84,81,New York,Northeast,Middle Atlantic
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",HAMILTON,NY,334,38,2023,93,91,86,75,88,81,91,83,89,90,New York,Northeast,Middle Atlantic
331320,COBLESKILL REGIONAL HOSPITAL,COBLESKILL,NY,110,26,2023,93,95,88,83,91,84,95,88,92,90,New York,Northeast,Middle Atlantic
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,CONCORD,NC,447,16,2023,88,90,81,72,83,80,84,84,86,84,North Carolina,South,South Atlantic
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,ASHEVILLE,NC,512,23,2023,85,88,69,67,80,76,68,79,77,74,North Carolina,South,South Atlantic
340003,NORTHERN REGIONAL HOSPITAL,MOUNT AIRY,NC,524,27,2023,93,94,88,78,87,83,91,85,92,90,North Carolina,South,South Atlantic
340004,HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,NC,417,16,2023,88,87,78,70,81,77,80,76,83,80,North Carolina,South,South Atlantic
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,558,12,2023,91,91,84,78,80,79,88,82,88,85,North Carolina,South,South Atlantic
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,558,16,2023,89,90,80,74,83,77,86,81,83,79,North Carolina,South,South Atlantic
340013,RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,NC,395,19,2023,90,90,83,76,86,79,83,83,82,77,North Carolina,South,South Atlantic
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON-SALEM,NC,446,21,2023,89,91,78,73,86,81,83,82,87,88,North Carolina,South,South Atlantic
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,395,18,2023,90,92,82,76,87,81,78,83,84,82,North Carolina,South,South Atlantic
340016,HARRIS REGIONAL HOSPITAL,SYLVA,NC,373,19,2023,91,92,82,76,88,81,82,81,86,86,North Carolina,South,South Atlantic
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,1213,28,2023,93,93,84,78,87,82,92,83,90,91,North Carolina,South,South Atlantic
340020,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,326,15,2023,87,88,75,69,82,76,83,76,78,73,North Carolina,South,South Atlantic
340021,ATRIUM HEALTH CLEVELAND,SHELBY,NC,394,15,2023,90,90,80,75,88,79,82,80,87,84,North Carolina,South,South Atlantic
340023,ADVENTHEALTH HENDERSONVILLE,HENDERSONVILLE,NC,679,26,2023,92,92,84,78,91,84,90,86,91,93,North Carolina,South,South Atlantic
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,259,14,2023,91,93,85,81,90,81,80,86,85,80,North Carolina,South,South Atlantic
340027,UNC LENOIR HEALTH CARE,KINSTON,NC,386,14,2023,89,89,78,71,85,78,85,79,83,79,North Carolina,South,South Atlantic
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,2383,14,2023,90,90,81,75,84,79,83,81,84,80,North Carolina,South,South Atlantic
340030,DUKE UNIVERSITY HOSPITAL,DURHAM,NC,1406,21,2023,93,94,84,80,89,85,83,85,92,94,North Carolina,South,South Atlantic
340032,CAROMONT REGIONAL MEDICAL CENTER,GASTONIA,NC,1033,18,2023,89,89,79,72,86,78,80,72,85,83,North Carolina,South,South Atlantic
340039,IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,NC,632,36,2023,90,90,80,76,89,81,84,81,87,88,North Carolina,South,South Atlantic
340040,ECU HEALTH MEDICAL CENTER,GREENVILLE,NC,2090,18,2023,90,91,81,73,86,80,81,82,87,87,North Carolina,South,South Atlantic
340041,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,492,19,2023,87,91,81,73,87,76,84,79,83,79,North Carolina,South,South Atlantic
340042,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,506,13,2023,89,88,82,76,85,80,83,79,83,79,North Carolina,South,South Atlantic
340047,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON-SALEM,NC,451,18,2023,90,90,77,72,84,79,81,82,88,87,North Carolina,South,South Atlantic
340049,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,245,55,2023,95,95,90,84,90,85,89,91,93,95,North Carolina,South,South Atlantic
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,531,11,2023,88,88,79,73,81,77,76,84,83,77,North Carolina,South,South Atlantic
340051,WATAUGA MEDICAL CENTER,BOONE,NC,357,25,2023,93,93,85,77,88,82,80,82,88,88,North Carolina,South,South Atlantic
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,CHARLOTTE,NC,375,17,2023,90,89,77,73,86,81,78,84,85,85,North Carolina,South,South Atlantic
340060,UNC ROCKINGHAM,EDEN,NC,246,16,2023,91,92,83,80,91,84,85,79,87,87,North Carolina,South,South Atlantic
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,2110,18,2023,91,92,81,78,88,83,85,84,90,90,North Carolina,South,South Atlantic
340064,WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,NC,444,19,2023,91,92,82,75,86,78,87,84,86,83,North Carolina,South,South Atlantic
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,288,14,2023,91,89,79,74,83,81,76,76,84,79,North Carolina,South,South Atlantic
340069,"WAKEMED, RALEIGH CAMPUS",RALEIGH,NC,2954,38,2023,91,91,85,77,88,81,84,80,89,89,North Carolina,South,South Atlantic
340070,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,561,18,2023,90,90,79,75,83,79,81,79,84,81,North Carolina,South,South Atlantic
340071,BETSY JOHNSON REGIONAL HOSPITAL,DUNN,NC,323,12,2023,90,90,83,75,82,79,83,85,85,82,North Carolina,South,South Atlantic
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,1532,25,2023,92,93,85,79,90,85,87,88,91,91,North Carolina,South,South Atlantic
340075,"BLUE RIDGE HEALTHCARE HOSPITALS, INC",MORGANTON,NC,472,16,2023,89,89,79,74,87,79,86,79,84,80,North Carolina,South,South Atlantic
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,285,12,2023,90,90,82,72,87,81,86,83,86,84,North Carolina,South,South Atlantic
340087,THE MCDOWELL HOSPITAL,MARION,NC,234,15,2023,93,91,84,80,86,81,87,87,89,88,North Carolina,South,South Atlantic
340090,JOHNSTON HEALTH,SMITHFIELD,NC,1442,19,2023,92,90,85,76,88,82,87,86,88,87,North Carolina,South,South Atlantic
340091,"MOSES H. CONE MEMORIAL HOSPITAL, THE",GREENSBORO,NC,786,19,2023,90,92,81,74,85,81,86,83,88,88,North Carolina,South,South Atlantic
340096,LEXINGTON MEMORIAL HOSPITAL INC,LEXINGTON,NC,463,19,2023,90,92,84,77,86,82,80,78,87,84,North Carolina,South,South Atlantic
340097,HUGH CHATHAM MEMORIAL HOSPITAL,ELKIN,NC,438,20,2023,92,90,85,78,87,81,89,88,89,87,North Carolina,South,South Atlantic
340098,ATRIUM HEALTH PINEVILLE,CHARLOTTE,NC,529,20,2023,89,89,77,71,83,79,82,81,86,85,North Carolina,South,South Atlantic
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,306,16,2023,89,91,79,79,80,77,85,79,83,79,North Carolina,South,South Atlantic
340107,VIDANT EDGECOMBE HOSPITAL,TARBORO,NC,263,14,2023,93,92,87,81,86,81,90,84,90,88,North Carolina,South,South Atlantic
340109,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,579,21,2023,91,91,83,74,84,80,86,85,86,85,North Carolina,South,South Atlantic
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,438,17,2023,89,90,78,70,84,80,80,76,86,86,North Carolina,South,South Atlantic
340114,REX HOSPITAL,RALEIGH,NC,4780,24,2023,92,92,84,77,87,83,87,83,90,91,North Carolina,South,South Atlantic
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,PINEHURST,NC,1769,23,2023,93,93,87,79,87,83,86,84,91,92,North Carolina,South,South Atlantic
340116,FRYE REGIONAL MEDICAL CENTER,HICKORY,NC,1298,23,2023,89,89,80,72,83,78,78,79,84,83,North Carolina,South,South Atlantic
